ClientID,Recency,Frequency,Monetary,cluster,SegmentRFM,ActionRecommandee
CLT00998,21,11,59494.677,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT00999,9,5,17751.809999999998,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01000,200,5,30479.4,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01001,10,8,91749.177,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01002,475,4,11248.897,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01003,637,6,14475.733,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01004,42,7,44185.403,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01005,160,6,50956.002,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01006,118,10,48889.456,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01007,505,5,41371.46,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01008,515,4,43156.88,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01010,827,2,20024.16,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01011,156,5,21309.346999999998,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01012,89,2,18316.2,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01013,7,4,130753.85,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01014,444,6,45463.442,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01015,139,4,26019.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01016,91,12,22149.66,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01017,179,6,18524.867,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01018,168,1,3385.034,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01019,4,3,14881.119999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01020,91,2,10916.5,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01021,852,4,40002.64,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01022,530,7,42488.6,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01023,202,6,28424.707,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01024,382,6,15527.028,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01025,94,3,33281.16,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01026,416,4,36863.399999999994,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01027,1186,1,16012.031,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01028,315,6,29633.058,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01029,22,4,23836.8,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01030,173,6,32261.736,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01031,494,4,11664.71,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01032,301,2,9103.900000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01033,47,4,38150.072,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01034,144,3,13298.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01035,13,4,7913.346,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01036,322,3,26156.33,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01037,398,4,58900.76,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01038,24,6,29552.847999999998,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01039,61,7,37558.741,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01040,138,4,13595.52,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01041,240,3,25006.067,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01042,778,4,10854.815,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01043,1020,1,2459.951,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01044,120,5,5679.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01045,184,5,14704.133,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01046,272,5,72126.12,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01047,14,5,67313.152,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01048,83,6,10343.48,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01049,283,5,143417.698,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01050,27,9,45681.734,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01051,51,7,60096.973,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01052,75,1,9477.72,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01053,221,6,35555.805,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01054,72,7,15353.035,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01055,14,8,42064.425,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01056,35,4,15170.736,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01058,309,6,27544.857,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01059,351,8,130620.842,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01060,65,6,49337.28,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01061,356,8,11566.855,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01062,258,3,35651.329,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01063,14,6,29489.52,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01064,78,7,23708.198,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01065,79,3,12771.533,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01066,280,10,406214.416,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01067,258,8,77266.92,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01068,492,2,70479.45000000001,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01069,67,13,59702.293,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01070,11,10,91694.3,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01071,61,6,227655.35,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01072,109,6,218956.859,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01073,114,5,6282.96,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01074,50,8,17684.308,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01075,107,8,7924.349,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01076,109,5,37664.61,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01077,474,3,30792.086,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01078,19,3,4213.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01079,1,4,9227.018,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01080,492,3,17260.5,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01081,74,6,12473.232,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01082,368,6,73610.682,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01083,719,3,11400.357,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01084,107,2,10398.720000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01085,452,1,1864.16,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01086,346,7,18934.428,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01087,12,3,14712.369,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01088,34,3,11159.34,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01089,192,6,80395.0,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01090,508,2,14642.16,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01091,70,3,29212.9,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01092,222,4,23892.52,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01093,166,5,10452.729,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01094,181,4,10913.279999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01095,98,8,44655.12,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01096,746,2,18597.12,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01097,353,4,86823.984,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01098,1,5,6875.55,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01099,120,9,13906.357,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01100,41,7,41205.602,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01101,94,8,92125.271,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01102,218,8,43961.193,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01103,115,5,46292.3,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01104,13,5,36331.56,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01105,417,4,32723.28,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01106,323,8,32342.458,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01107,649,2,2499.556,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01108,157,2,12903.84,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01109,108,5,4890.628,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01110,170,6,106679.34599999999,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01111,213,4,51394.68,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01112,267,2,20711.04,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01114,177,5,46883.653999999995,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01115,948,3,20576.57,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01116,133,6,30171.649,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01117,168,5,93185.568,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01118,102,7,12983.129,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01119,313,6,29261.104,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01120,531,5,20431.039,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01121,556,1,1560.615,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01122,45,10,91618.204,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01123,135,8,14317.475,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01124,186,3,12473.581,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01125,18,6,134330.28,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01126,57,4,22200.190000000002,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01127,1033,3,44963.1,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01128,880,3,25929.898999999998,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01129,122,6,40161.801999999996,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01130,23,4,22568.481,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01131,74,4,60066.479999999996,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01132,3,4,12881.845000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01133,132,10,88103.619,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01134,489,4,19681.605,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01135,170,4,169376.4,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01136,140,1,12510.54,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01137,145,8,41331.51,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01139,309,5,18852.718,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01140,49,6,41805.421,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01141,4,9,131808.446,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01142,561,4,9859.351,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01143,27,9,26399.557,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01144,98,7,28541.576,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01145,25,6,123975.757,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01146,201,1,4049.92,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01147,328,8,226411.39500000002,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01148,1005,5,19727.134,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01149,180,6,18242.791,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01150,81,6,229405.222,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01151,77,4,21193.02,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01152,389,1,1469.08,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01153,31,2,33031.272,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01154,691,4,9774.187,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01156,95,2,22065.120000000003,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01157,53,6,16884.87,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01158,828,2,28768.739999999998,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01159,343,3,102503.40000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01160,235,6,11218.33,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01161,140,5,48202.16,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01162,501,8,79815.292,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01163,73,4,50279.25,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01164,490,3,26538.870000000003,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01165,337,5,112197.25099999999,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01166,14,10,49318.941999999995,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01167,145,8,166043.606,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01168,66,2,46475.42,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01169,228,5,89371.08,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01170,32,3,3537.79,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01171,251,3,121023.188,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01172,312,5,20581.08,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01173,6,3,62084.487,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01174,298,5,64182.136,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01175,1156,1,28977.51,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01176,512,2,11927.34,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01177,205,4,31503.382999999998,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01178,133,2,10162.93,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01179,149,3,58123.8,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01180,30,7,80326.201,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01181,121,7,155307.101,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01182,97,7,40790.582,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01183,350,8,153941.63,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01184,231,6,38716.128,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01185,275,4,77980.5,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01186,1357,2,44293.479999999996,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01187,652,3,4836.152,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01188,186,4,84868.69,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01189,184,3,17222.52,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01190,552,8,27627.14,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01191,87,5,14752.16,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01192,62,2,9752.619999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01193,96,2,4396.04,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01194,22,4,10815.14,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01195,380,6,70915.81,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01196,275,1,9748.65,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01197,37,12,211373.417,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01198,321,7,80127.966,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01199,147,9,347309.248,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01200,508,9,226883.011,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01201,123,4,78160.95,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01202,311,5,8993.173999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01203,74,5,99658.299,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01204,30,10,126610.101,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01205,190,5,23349.789,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01206,247,3,25889.64,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01207,207,3,4066.425,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01208,79,8,15025.466,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01209,111,7,52176.734,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01210,17,6,30945.622,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01211,139,7,85247.315,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01212,333,7,64272.772,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01213,594,7,152530.83,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01214,420,7,50112.046,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01215,956,4,94193.372,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01216,11,7,41907.479999999996,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01217,17,3,14578.56,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01218,81,5,53486.221999999994,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01219,30,5,5179.091,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01220,240,9,51596.835,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01221,242,5,18138.33,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01222,27,6,23837.855,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01223,617,1,7802.83,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01224,399,4,39703.365000000005,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01225,44,9,21528.545,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01226,157,6,27555.86,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01227,543,6,64556.691000000006,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01228,82,6,20567.96,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01229,21,8,38317.684,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01230,222,14,85642.506,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01231,390,6,65205.63,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01232,286,4,68275.525,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01233,33,4,56885.759999999995,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01234,991,4,50045.683,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01235,20,4,143062.08000000002,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01237,280,8,61957.5,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01238,18,9,25516.124,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01239,62,5,214226.88,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01240,445,2,18972.75,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01241,88,7,23747.475,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01242,153,3,119233.92000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01243,13,7,26424.72,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01244,16,5,79006.26,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01245,197,10,40240.736000000004,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01246,296,6,189551.52,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01247,142,7,86332.437,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01248,470,5,19919.52,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01249,121,5,42130.2,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01250,242,5,55190.520000000004,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01251,24,9,41878.835,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01252,80,7,144090.412,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01253,75,7,34773.915,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01254,206,3,10900.892,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01255,61,5,27676.21,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01256,86,5,192824.87,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01257,419,5,45082.94,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01258,125,8,8401.226,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01259,286,3,26980.752,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01260,318,5,15300.06,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01261,119,10,85871.463,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01262,162,1,4056.243,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01263,171,1,4512.6,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01264,65,3,27600.76,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01265,404,4,21284.492,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01266,125,8,57630.905,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01267,75,8,10294.937,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01268,463,2,3840.54,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01269,1081,1,991.456,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01270,490,2,10418.2,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01271,253,8,8157.743,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01272,375,5,45024.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01273,169,5,57417.252,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01274,123,4,8711.806,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01275,99,4,16525.297,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01276,117,4,140065.75,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01277,557,6,12818.172,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01278,270,12,14595.381,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01279,107,3,7726.5,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01280,400,5,62992.124,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01281,576,7,16377.57,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01282,289,7,26567.54,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01283,38,7,183825.164,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01284,422,3,14897.68,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01285,28,3,28746.9,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01286,198,4,22600.36,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01287,834,4,16454.7,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01288,83,4,46833.147,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01289,404,4,7028.304,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01290,222,10,29526.3,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01291,263,6,29837.379,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01292,2,9,241087.034,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01293,411,4,7420.88,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01294,49,8,60823.537,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01295,402,7,38119.06,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01296,206,2,4915.71,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01297,52,4,32038.459,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01298,510,3,16789.5,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01299,52,6,39826.08,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01300,561,6,234510.266,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01301,778,2,29415.195999999996,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01302,274,4,36210.667,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01303,642,8,233044.5,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT01304,264,6,47318.122,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01305,15,5,14080.729,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01306,1280,2,22563.45,3,Perdus,"Reactivation campaign, special win-back offer"
CLT01307,20,2,91391.9,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01308,182,4,83129.08499999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01309,342,5,5904.853,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01310,89,6,119854.035,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01311,311,3,30707.644,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01312,36,3,12267.902,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01313,285,4,24007.572,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01314,72,4,5153.142,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01315,3,3,7406.339,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01316,42,2,9091.98,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01317,48,6,99664.425,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01318,92,5,40751.34,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT01319,138,7,38598.36,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT01320,36,1,15791.37,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
